scenario,tool,ligand,count
DLPFC_down_02,stLearn_without_spotmixture,CYP21A2,1
DLPFC_down_02,stLearn_without_spotmixture,DAGLA,3
DLPFC_down_02,stLearn_without_spotmixture,DAGLB,2
DLPFC_down_02,stLearn_without_spotmixture,DBH,5
DLPFC_down_02,stLearn_without_spotmixture,DDC,2
DLPFC_down_02,stLearn_without_spotmixture,DHCR24,2
DLPFC_down_02,stLearn_without_spotmixture,DHCR7,4
DLPFC_down_02,stLearn_without_spotmixture,DHH,1
DLPFC_down_02,stLearn_without_spotmixture,DHRS9,1
DLPFC_down_02,stLearn_without_spotmixture,DIO3,2
DLPFC_down_02,stLearn_without_spotmixture,DLK1,1
DLPFC_down_02,stLearn_without_spotmixture,DLL1,4
DLPFC_down_02,stLearn_without_spotmixture,DLL3,4
DLPFC_down_02,stLearn_without_spotmixture,DLL4,4
DLPFC_down_02,stLearn_without_spotmixture,DSC2,1
DLPFC_down_02,stLearn_without_spotmixture,EBI3,2
DLPFC_down_02,stLearn_without_spotmixture,EDN1,2
DLPFC_down_02,stLearn_without_spotmixture,EDN3,2
DLPFC_down_02,stLearn_without_spotmixture,EFNA1,7
DLPFC_down_02,stLearn_without_spotmixture,EFNA3,7
DLPFC_down_02,stLearn_without_spotmixture,EFNA4,7
DLPFC_down_02,stLearn_without_spotmixture,EFNA5,8
DLPFC_down_02,stLearn_without_spotmixture,EFNB1,5
DLPFC_down_02,stLearn_without_spotmixture,EFNB2,5
DLPFC_down_02,stLearn_without_spotmixture,EFNB3,6
DLPFC_down_02,stLearn_without_spotmixture,EGF,2
DLPFC_down_02,stLearn_without_spotmixture,ENHO,1
DLPFC_down_02,stLearn_without_spotmixture,ENTPD1,3
DLPFC_down_02,stLearn_without_spotmixture,ESAM,1
DLPFC_down_02,stLearn_without_spotmixture,F11R,3
DLPFC_down_02,stLearn_without_spotmixture,FDX1,1
DLPFC_down_02,stLearn_without_spotmixture,FDX2,1
DLPFC_down_02,stLearn_without_spotmixture,FGF1,4
DLPFC_down_02,stLearn_without_spotmixture,FGF10,2
DLPFC_down_02,stLearn_without_spotmixture,FGF16,3
DLPFC_down_02,stLearn_without_spotmixture,FGF17,4
DLPFC_down_02,stLearn_without_spotmixture,FGF18,4
DLPFC_down_02,stLearn_without_spotmixture,FGF2,4
DLPFC_down_02,stLearn_without_spotmixture,FGF20,3
DLPFC_down_02,stLearn_without_spotmixture,FGF22,1
DLPFC_down_02,stLearn_without_spotmixture,FGF5,3
DLPFC_down_02,stLearn_without_spotmixture,FGF7,2
DLPFC_down_02,stLearn_without_spotmixture,FGF8,4
DLPFC_down_02,stLearn_without_spotmixture,FGF9,4
DLPFC_down_02,stLearn_without_spotmixture,FLRT1,8
DLPFC_down_02,stLearn_without_spotmixture,FLRT2,8
DLPFC_down_02,stLearn_without_spotmixture,FLRT3,8
DLPFC_down_02,stLearn_without_spotmixture,FLT3LG,1
DLPFC_down_02,stLearn_without_spotmixture,FN1,12
DLPFC_down_02,stLearn_without_spotmixture,FRAS1,2
DLPFC_down_02,stLearn_without_spotmixture,FREM1,1
DLPFC_down_02,stLearn_without_spotmixture,FREM2,1
DLPFC_down_02,stLearn_without_spotmixture,GAD1,14
DLPFC_down_02,stLearn_without_spotmixture,GAD2,14
DLPFC_down_02,stLearn_without_spotmixture,GAL,3
DLPFC_down_02,stLearn_without_spotmixture,GAS6,3
DLPFC_down_02,stLearn_without_spotmixture,GDF10,2
DLPFC_down_02,stLearn_without_spotmixture,GDF11,4
DLPFC_down_02,stLearn_without_spotmixture,GDF15,1
DLPFC_down_02,stLearn_without_spotmixture,GDF3,1
DLPFC_down_02,stLearn_without_spotmixture,GDF5,1
DLPFC_down_02,stLearn_without_spotmixture,GDF6,4
DLPFC_down_02,stLearn_without_spotmixture,GDF7,5
DLPFC_down_02,stLearn_without_spotmixture,GDF9,2
DLPFC_down_02,stLearn_without_spotmixture,GDNF,2
DLPFC_down_02,stLearn_without_spotmixture,GGT1,1
DLPFC_down_02,stLearn_without_spotmixture,GGT5,1
DLPFC_down_02,stLearn_without_spotmixture,GHRH,1
DLPFC_down_02,stLearn_without_spotmixture,GJA1,2
DLPFC_down_02,stLearn_without_spotmixture,GJA5,1
DLPFC_down_02,stLearn_without_spotmixture,GJC1,2
DLPFC_down_02,stLearn_without_spotmixture,GLS,21
DLPFC_down_02,stLearn_without_spotmixture,GLS2,21
DLPFC_down_02,stLearn_without_spotmixture,GRN,1
DLPFC_down_02,stLearn_without_spotmixture,GZMA,3
DLPFC_down_02,stLearn_without_spotmixture,HDC,3
DLPFC_down_02,stLearn_without_spotmixture,HGF,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-A,3
DLPFC_down_02,stLearn_without_spotmixture,HLA-B,3
DLPFC_down_02,stLearn_without_spotmixture,HLA-C,3
DLPFC_down_02,stLearn_without_spotmixture,HLA-DMA,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DMB,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DOA,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DOB,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DPA1,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DPB1,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DQA1,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DQA2,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DQB1,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DRA,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DRB1,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-DRB5,1
DLPFC_down_02,stLearn_without_spotmixture,HLA-E,7
DLPFC_down_02,stLearn_without_spotmixture,HLA-F,4
DLPFC_down_02,stLearn_without_spotmixture,HSD17B1,2
DLPFC_down_02,stLearn_without_spotmixture,HSD17B12,1
DLPFC_down_02,stLearn_without_spotmixture,HSPG2,1
DLPFC_down_02,stLearn_without_spotmixture,IAPP,2
DLPFC_down_02,stLearn_without_spotmixture,IBSP,2
DLPFC_down_02,stLearn_without_spotmixture,ICAM1,4
DLPFC_down_02,stLearn_without_spotmixture,ICAM2,3
DLPFC_down_02,stLearn_without_spotmixture,ICAM5,1
DLPFC_down_02,stLearn_without_spotmixture,IGF1,4
DLPFC_down_02,stLearn_without_spotmixture,IGFBP3,1
DLPFC_down_02,stLearn_without_spotmixture,IL11,2
DLPFC_down_02,stLearn_without_spotmixture,IL16,1
DLPFC_down_02,stLearn_without_spotmixture,IL1A,1
DLPFC_down_02,stLearn_without_spotmixture,IL1B,2
DLPFC_down_02,stLearn_without_spotmixture,IL20,1
DLPFC_down_02,stLearn_without_spotmixture,IL27,1
DLPFC_down_02,stLearn_without_spotmixture,IL33,1
DLPFC_down_02,stLearn_without_spotmixture,IL34,1
DLPFC_down_02,stLearn_without_spotmixture,IL6,1
DLPFC_down_02,stLearn_without_spotmixture,INHA,2
DLPFC_down_02,stLearn_without_spotmixture,INHBA,4
DLPFC_down_02,stLearn_without_spotmixture,INHBB,4
DLPFC_down_02,stLearn_without_spotmixture,INSL3,1
DLPFC_down_02,stLearn_without_spotmixture,INSL5,1
DLPFC_down_02,stLearn_without_spotmixture,ITGA9,1
DLPFC_down_02,stLearn_without_spotmixture,ITGAV,4
DLPFC_down_02,stLearn_without_spotmixture,ITGB1,3
DLPFC_down_02,stLearn_without_spotmixture,ITGB5,1
DLPFC_down_02,stLearn_without_spotmixture,JAG1,4
DLPFC_down_02,stLearn_without_spotmixture,JAG2,4
DLPFC_down_02,stLearn_without_spotmixture,JAM2,6
DLPFC_down_02,stLearn_without_spotmixture,JAM3,4
DLPFC_down_02,stLearn_without_spotmixture,KITLG,1
DLPFC_down_02,stLearn_without_spotmixture,KLK5,1
DLPFC_down_02,stLearn_without_spotmixture,KLK6,2
DLPFC_down_02,stLearn_without_spotmixture,KLK7,1
DLPFC_down_02,stLearn_without_spotmixture,KNG1,1
DLPFC_down_02,stLearn_without_spotmixture,L1CAM,4
DLPFC_down_02,stLearn_without_spotmixture,LAIR1,1
DLPFC_down_02,stLearn_without_spotmixture,LAMA1,14
DLPFC_down_02,stLearn_without_spotmixture,LAMA2,15
DLPFC_down_02,stLearn_without_spotmixture,LAMA3,15
DLPFC_down_02,stLearn_without_spotmixture,LAMA4,15
DLPFC_down_02,stLearn_without_spotmixture,LAMA5,15
DLPFC_down_02,stLearn_without_spotmixture,LAMB1,15
DLPFC_down_02,stLearn_without_spotmixture,LAMB2,15
DLPFC_down_02,stLearn_without_spotmixture,LAMB3,15
DLPFC_down_02,stLearn_without_spotmixture,LAMC1,15
DLPFC_down_02,stLearn_without_spotmixture,LAMC2,14
DLPFC_down_02,stLearn_without_spotmixture,LAMC3,15
DLPFC_down_02,stLearn_without_spotmixture,LCK,1
DLPFC_down_02,stLearn_without_spotmixture,LEP,1
DLPFC_down_02,stLearn_without_spotmixture,LGALS9,6
DLPFC_down_02,stLearn_without_spotmixture,LIPA,2
DLPFC_down_02,stLearn_without_spotmixture,LPAR1,1
DLPFC_down_02,stLearn_without_spotmixture,LPAR2,1
DLPFC_down_02,stLearn_without_spotmixture,LPAR3,1
DLPFC_down_02,stLearn_without_spotmixture,LRFN4,3
DLPFC_down_02,stLearn_without_spotmixture,LRFN5,3
DLPFC_down_02,stLearn_without_spotmixture,LRRC4,1
DLPFC_down_02,stLearn_without_spotmixture,LRRC4B,3
DLPFC_down_02,stLearn_without_spotmixture,LRRC4C,2
DLPFC_down_02,stLearn_without_spotmixture,LTA4H,2
DLPFC_down_02,stLearn_without_spotmixture,LTB,1
DLPFC_down_02,stLearn_without_spotmixture,LTC4S,1
DLPFC_down_02,stLearn_without_spotmixture,MADCAM1,1
DLPFC_down_02,stLearn_without_spotmixture,MAG,1
DLPFC_down_02,stLearn_without_spotmixture,MDK,10
DLPFC_down_02,stLearn_without_spotmixture,MICA,1
DLPFC_down_02,stLearn_without_spotmixture,MICB,1
DLPFC_down_02,stLearn_without_spotmixture,MIF,4
DLPFC_down_02,stLearn_without_spotmixture,MMP2,2
DLPFC_down_02,stLearn_without_spotmixture,MPZ,1
DLPFC_down_02,stLearn_without_spotmixture,MPZL1,1
DLPFC_down_02,stLearn_without_spotmixture,MSTN,3
DLPFC_down_02,stLearn_without_spotmixture,NAMPT,2
DLPFC_down_02,stLearn_without_spotmixture,NCAM1,4
DLPFC_down_02,stLearn_without_spotmixture,NCAM2,1
DLPFC_down_02,stLearn_without_spotmixture,NECTIN1,2
DLPFC_down_02,stLearn_without_spotmixture,NECTIN2,1
DLPFC_down_02,stLearn_without_spotmixture,NECTIN3,4
DLPFC_down_02,stLearn_without_spotmixture,NEGR1,1
DLPFC_down_02,stLearn_without_spotmixture,NFASC,2
DLPFC_down_02,stLearn_without_spotmixture,NPNT,2
DLPFC_down_02,stLearn_without_spotmixture,NPPA,1
DLPFC_down_02,stLearn_without_spotmixture,NPPC,1
DLPFC_down_02,stLearn_without_spotmixture,NPY,4
DLPFC_down_02,stLearn_without_spotmixture,NRG1,6
DLPFC_down_02,stLearn_without_spotmixture,NRG2,3
DLPFC_down_02,stLearn_without_spotmixture,NRG3,2
DLPFC_down_02,stLearn_without_spotmixture,NRG4,2
DLPFC_down_02,stLearn_without_spotmixture,NRTN,2
DLPFC_down_02,stLearn_without_spotmixture,NRXN1,13
DLPFC_down_02,stLearn_without_spotmixture,NRXN2,12
DLPFC_down_02,stLearn_without_spotmixture,NRXN3,11
DLPFC_down_02,stLearn_without_spotmixture,NT5E,3
DLPFC_down_02,stLearn_without_spotmixture,NTF3,2
DLPFC_down_02,stLearn_without_spotmixture,NTN1,5
DLPFC_down_02,stLearn_without_spotmixture,NTN4,3
DLPFC_down_02,stLearn_without_spotmixture,NTS,2
DLPFC_down_02,stLearn_without_spotmixture,OCLN,1
DLPFC_down_02,stLearn_without_spotmixture,OSM,2
DLPFC_down_02,stLearn_without_spotmixture,PCDHA1,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB10,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB14,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB15,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB2,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB3,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB4,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB5,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB6,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHB9,1
DLPFC_down_02,stLearn_without_spotmixture,PCDHGA1,1
DLPFC_down_02,stLearn_without_spotmixture,PDGFA,2
DLPFC_down_02,stLearn_without_spotmixture,PDGFB,2
DLPFC_down_02,stLearn_without_spotmixture,PDGFC,1
DLPFC_down_02,stLearn_without_spotmixture,PDGFD,1
DLPFC_down_02,stLearn_without_spotmixture,PDYN,2
DLPFC_down_02,stLearn_without_spotmixture,PECAM1,3
DLPFC_down_02,stLearn_without_spotmixture,PENK,3
DLPFC_down_02,stLearn_without_spotmixture,PGF,1
DLPFC_down_02,stLearn_without_spotmixture,PLAU,1
DLPFC_down_02,stLearn_without_spotmixture,PNMT,7
DLPFC_down_02,stLearn_without_spotmixture,PNOC,1
DLPFC_down_02,stLearn_without_spotmixture,POMC,4
DLPFC_down_02,stLearn_without_spotmixture,POSTN,2
DLPFC_down_02,stLearn_without_spotmixture,PPIA,1
DLPFC_down_02,stLearn_without_spotmixture,PRNP,1
DLPFC_down_02,stLearn_without_spotmixture,PROC,1
DLPFC_down_02,stLearn_without_spotmixture,PROS1,3
DLPFC_down_02,stLearn_without_spotmixture,PRSS3,5
DLPFC_down_02,stLearn_without_spotmixture,PSAP,2
DLPFC_down_02,stLearn_without_spotmixture,PSPN,1
DLPFC_down_02,stLearn_without_spotmixture,PTGDS,2
DLPFC_down_02,stLearn_without_spotmixture,PTGES,4
DLPFC_down_02,stLearn_without_spotmixture,PTGES2,4
DLPFC_down_02,stLearn_without_spotmixture,PTGES3,4
DLPFC_down_02,stLearn_without_spotmixture,PTGR1,2
DLPFC_down_02,stLearn_without_spotmixture,PTHLH,1
DLPFC_down_02,stLearn_without_spotmixture,PTN,8
DLPFC_down_02,stLearn_without_spotmixture,PTPRC,2
DLPFC_down_02,stLearn_without_spotmixture,PTPRM,1
DLPFC_down_02,stLearn_without_spotmixture,PTPRS,2
DLPFC_down_02,stLearn_without_spotmixture,PVR,2
DLPFC_down_02,stLearn_without_spotmixture,RARRES2,2
DLPFC_down_02,stLearn_without_spotmixture,RBP4,1
DLPFC_down_02,stLearn_without_spotmixture,RELN,4
DLPFC_down_02,stLearn_without_spotmixture,RTN4R,1
DLPFC_down_02,stLearn_without_spotmixture,SDC1,1
DLPFC_down_02,stLearn_without_spotmixture,SDC2,1
DLPFC_down_02,stLearn_without_spotmixture,SELE,2
DLPFC_down_02,stLearn_without_spotmixture,SELL,3
DLPFC_down_02,stLearn_without_spotmixture,SELPLG,3
DLPFC_down_02,stLearn_without_spotmixture,SEMA3A,5
DLPFC_down_02,stLearn_without_spotmixture,SEMA3B,6
DLPFC_down_02,stLearn_without_spotmixture,SEMA3C,7
DLPFC_down_02,stLearn_without_spotmixture,SEMA3D,6
DLPFC_down_02,stLearn_without_spotmixture,SEMA3E,1
DLPFC_down_02,stLearn_without_spotmixture,SEMA3F,5
DLPFC_down_02,stLearn_without_spotmixture,SEMA3G,5
DLPFC_down_02,stLearn_without_spotmixture,SEMA4A,8
DLPFC_down_02,stLearn_without_spotmixture,SEMA4C,1
DLPFC_down_02,stLearn_without_spotmixture,SEMA4D,4
DLPFC_down_02,stLearn_without_spotmixture,SEMA4G,1
DLPFC_down_02,stLearn_without_spotmixture,SEMA5A,3
DLPFC_down_02,stLearn_without_spotmixture,SEMA5B,2
DLPFC_down_02,stLearn_without_spotmixture,SEMA6A,2
DLPFC_down_02,stLearn_without_spotmixture,SEMA6B,2
DLPFC_down_02,stLearn_without_spotmixture,SEMA6D,4
DLPFC_down_02,stLearn_without_spotmixture,SEMA7A,3
DLPFC_down_02,stLearn_without_spotmixture,SFTPD,1
DLPFC_down_02,stLearn_without_spotmixture,SHH,2
DLPFC_down_02,stLearn_without_spotmixture,SHMT1,2
DLPFC_down_02,stLearn_without_spotmixture,SHMT2,2
DLPFC_down_02,stLearn_without_spotmixture,SIRPG,1
DLPFC_down_02,stLearn_without_spotmixture,SLC10A4,8
DLPFC_down_02,stLearn_without_spotmixture,SLC17A6,21
DLPFC_down_02,stLearn_without_spotmixture,SLC17A7,21
DLPFC_down_02,stLearn_without_spotmixture,SLC17A8,21
DLPFC_down_02,stLearn_without_spotmixture,SLC18A2,6
DLPFC_down_02,stLearn_without_spotmixture,SLC1A1,21
DLPFC_down_02,stLearn_without_spotmixture,SLC1A2,21
DLPFC_down_02,stLearn_without_spotmixture,SLC1A3,21
DLPFC_down_02,stLearn_without_spotmixture,SLC1A6,21
DLPFC_down_02,stLearn_without_spotmixture,SLC1A7,18
DLPFC_down_02,stLearn_without_spotmixture,SLC29A1,4
DLPFC_down_02,stLearn_without_spotmixture,SLC29A2,4
DLPFC_down_02,stLearn_without_spotmixture,SLC29A3,3
DLPFC_down_02,stLearn_without_spotmixture,SLC29A4,4
DLPFC_down_02,stLearn_without_spotmixture,SLC32A1,14
DLPFC_down_02,stLearn_without_spotmixture,SLC6A1,14
DLPFC_down_02,stLearn_without_spotmixture,SLC6A11,14
DLPFC_down_02,stLearn_without_spotmixture,SLC6A12,14
DLPFC_down_02,stLearn_without_spotmixture,SLC6A13,13
DLPFC_down_02,stLearn_without_spotmixture,SLC6A4,2
DLPFC_down_02,stLearn_without_spotmixture,SLC6A5,1
DLPFC_down_02,stLearn_without_spotmixture,SLC6A6,14
DLPFC_down_02,stLearn_without_spotmixture,SLC6A8,14
DLPFC_down_02,stLearn_without_spotmixture,SLC6A9,2
DLPFC_down_02,stLearn_without_spotmixture,SLIT1,1
DLPFC_down_02,stLearn_without_spotmixture,SLIT2,2
DLPFC_down_02,stLearn_without_spotmixture,SLITRK1,2
DLPFC_down_02,stLearn_without_spotmixture,SLITRK2,2
DLPFC_down_02,stLearn_without_spotmixture,SLITRK3,1
DLPFC_down_02,stLearn_without_spotmixture,SLITRK4,1
DLPFC_down_02,stLearn_without_spotmixture,SLITRK5,1
DLPFC_down_02,stLearn_without_spotmixture,SLITRK6,1
DLPFC_down_02,stLearn_without_spotmixture,SLURP1,7
DLPFC_down_02,stLearn_without_spotmixture,SPP1,8
DLPFC_down_02,stLearn_without_spotmixture,SRD5A1,1
DLPFC_down_02,stLearn_without_spotmixture,SRD5A3,1
DLPFC_down_02,stLearn_without_spotmixture,SST,3
DLPFC_down_02,stLearn_without_spotmixture,SULT1A1,3
DLPFC_down_02,stLearn_without_spotmixture,TAC1,2
DLPFC_down_02,stLearn_without_spotmixture,TAX1BP3,2
DLPFC_down_02,stLearn_without_spotmixture,TENM1,3
DLPFC_down_02,stLearn_without_spotmixture,TENM2,3
DLPFC_down_02,stLearn_without_spotmixture,TENM3,3
DLPFC_down_02,stLearn_without_spotmixture,TENM4,3
DLPFC_down_02,stLearn_without_spotmixture,TG,2
DLPFC_down_02,stLearn_without_spotmixture,TGFA,2
DLPFC_down_02,stLearn_without_spotmixture,TGFB1,5
DLPFC_down_02,stLearn_without_spotmixture,TGFB2,5
DLPFC_down_02,stLearn_without_spotmixture,TGFB3,5
DLPFC_down_02,stLearn_without_spotmixture,TGM2,1
DLPFC_down_02,stLearn_without_spotmixture,THBS1,7
DLPFC_down_02,stLearn_without_spotmixture,THBS2,7
DLPFC_down_02,stLearn_without_spotmixture,THBS3,7
DLPFC_down_02,stLearn_without_spotmixture,THBS4,7
DLPFC_down_02,stLearn_without_spotmixture,THY1,6
DLPFC_down_02,stLearn_without_spotmixture,TNC,6
DLPFC_down_02,stLearn_without_spotmixture,TNF,1
DLPFC_down_02,stLearn_without_spotmixture,TNFSF10,2
DLPFC_down_02,stLearn_without_spotmixture,TNFSF11,1
DLPFC_down_02,stLearn_without_spotmixture,TNFSF12,1
DLPFC_down_02,stLearn_without_spotmixture,TNFSF13B,1
DLPFC_down_02,stLearn_without_spotmixture,TNFSF14,2
DLPFC_down_02,stLearn_without_spotmixture,TNFSF15,1
DLPFC_down_02,stLearn_without_spotmixture,TNFSF4,1
DLPFC_down_02,stLearn_without_spotmixture,TNN,5
DLPFC_down_02,stLearn_without_spotmixture,TNR,8
DLPFC_down_02,stLearn_without_spotmixture,TNXB,8
DLPFC_down_02,stLearn_without_spotmixture,TPH1,1
DLPFC_down_02,stLearn_without_spotmixture,TPH2,1
DLPFC_down_02,stLearn_without_spotmixture,TUB,1
DLPFC_down_02,stLearn_without_spotmixture,TULP2,1
DLPFC_down_02,stLearn_without_spotmixture,UBASH3B,2
DLPFC_down_02,stLearn_without_spotmixture,UCN,1
DLPFC_down_02,stLearn_without_spotmixture,ULBP2,1
DLPFC_down_02,stLearn_without_spotmixture,UNC5A,1
DLPFC_down_02,stLearn_without_spotmixture,VCAM1,1
DLPFC_down_02,stLearn_without_spotmixture,VEGFA,2
DLPFC_down_02,stLearn_without_spotmixture,VEGFB,1
DLPFC_down_02,stLearn_without_spotmixture,VIP,3
DLPFC_down_02,stLearn_without_spotmixture,VSIR,1
DLPFC_down_02,stLearn_without_spotmixture,VTN,3
DLPFC_down_02,stLearn_without_spotmixture,VWF,2
DLPFC_down_02,stLearn_without_spotmixture,WNT10A,10
DLPFC_down_02,stLearn_without_spotmixture,WNT10B,12
DLPFC_down_02,stLearn_without_spotmixture,WNT11,5
DLPFC_down_02,stLearn_without_spotmixture,WNT16,9
DLPFC_down_02,stLearn_without_spotmixture,WNT2,11
DLPFC_down_02,stLearn_without_spotmixture,WNT2B,12
DLPFC_down_02,stLearn_without_spotmixture,WNT3,12
DLPFC_down_02,stLearn_without_spotmixture,WNT3A,1
DLPFC_down_02,stLearn_without_spotmixture,WNT4,11
DLPFC_down_02,stLearn_without_spotmixture,WNT5A,10
DLPFC_down_02,stLearn_without_spotmixture,WNT5B,10
DLPFC_down_02,stLearn_without_spotmixture,WNT6,11
DLPFC_down_02,stLearn_without_spotmixture,WNT7A,12
DLPFC_down_02,stLearn_without_spotmixture,WNT7B,12
DLPFC_down_02,stLearn_without_spotmixture,WNT8A,1
DLPFC_down_02,stLearn_without_spotmixture,WNT9A,7
DLPFC_down_02,stLearn_without_spotmixture,WNT9B,5
DLPFC_down_04,Baseline_1,ADCYAP1,1
DLPFC_down_04,Baseline_1,ADIPOQ,2
DLPFC_down_04,Baseline_1,ADM,1
DLPFC_down_04,Baseline_1,ADORA3,1
DLPFC_down_04,Baseline_1,AGRN,1
DLPFC_down_04,Baseline_1,AGT,2
DLPFC_down_04,Baseline_1,ALDH1A1,8
DLPFC_down_04,Baseline_1,ALDH1A2,4
DLPFC_down_04,Baseline_1,ALDH1A3,7
DLPFC_down_04,Baseline_1,AMH,3
DLPFC_down_04,Baseline_1,ANGPT1,1
DLPFC_down_04,Baseline_1,ANGPTL2,2
DLPFC_down_04,Baseline_1,ANGPTL4,8
DLPFC_down_04,Baseline_1,ANXA1,1
DLPFC_down_04,Baseline_1,APLN,1
DLPFC_down_04,Baseline_1,APOA1,2
DLPFC_down_04,Baseline_1,APOE,2
DLPFC_down_04,Baseline_1,APP,5
DLPFC_down_04,Baseline_1,AREG,1
DLPFC_down_04,Baseline_1,ARTN,2
DLPFC_down_04,Baseline_1,BAG6,1
DLPFC_down_04,Baseline_1,BDNF,2
DLPFC_down_04,Baseline_1,BMP2,1
DLPFC_down_04,Baseline_1,BMP4,3
DLPFC_down_04,Baseline_1,BMP7,6
DLPFC_down_04,Baseline_1,BMP8B,4
DLPFC_down_04,Baseline_1,C1QL1,1
DLPFC_down_04,Baseline_1,C1QL2,1
DLPFC_down_04,Baseline_1,C1QL3,1
DLPFC_down_04,Baseline_1,C1QL4,1
DLPFC_down_04,Baseline_1,C3,4
DLPFC_down_04,Baseline_1,CADM1,1
DLPFC_down_04,Baseline_1,CADM3,4
DLPFC_down_04,Baseline_1,CBR1,1
DLPFC_down_04,Baseline_1,CCK,1
DLPFC_down_04,Baseline_1,CCL13,1
DLPFC_down_04,Baseline_1,CCL18,1
DLPFC_down_04,Baseline_1,CCL19,1
DLPFC_down_04,Baseline_1,CCL2,1
DLPFC_down_04,Baseline_1,CCL21,1
DLPFC_down_04,Baseline_1,CCL27,1
DLPFC_down_04,Baseline_1,CD46,1
DLPFC_down_04,Baseline_1,CD55,1
DLPFC_down_04,Baseline_1,CD6,1
DLPFC_down_04,Baseline_1,CD80,1
DLPFC_down_04,Baseline_1,CD99,2
DLPFC_down_04,Baseline_1,CDH1,2
DLPFC_down_04,Baseline_1,CDH12,1
DLPFC_down_04,Baseline_1,CEACAM1,1
DLPFC_down_04,Baseline_1,CEACAM5,1
DLPFC_down_04,Baseline_1,CHAD,2
DLPFC_down_04,Baseline_1,CLCF1,2
DLPFC_down_04,Baseline_1,CLEC2L,1
DLPFC_down_04,Baseline_1,CNTN1,3
DLPFC_down_04,Baseline_1,CNTN2,2
DLPFC_down_04,Baseline_1,COL1A1,13
DLPFC_down_04,Baseline_1,COL1A2,12
DLPFC_down_04,Baseline_1,COL2A1,7
DLPFC_down_04,Baseline_1,COL3A1,1
DLPFC_down_04,Baseline_1,COL4A1,10
DLPFC_down_04,Baseline_1,COL4A2,10
DLPFC_down_04,Baseline_1,COL4A4,2
DLPFC_down_04,Baseline_1,COL4A5,8
DLPFC_down_04,Baseline_1,COL6A1,13
DLPFC_down_04,Baseline_1,COL6A2,12
DLPFC_down_04,Baseline_1,COL6A3,11
DLPFC_down_04,Baseline_1,COL9A1,6
DLPFC_down_04,Baseline_1,COL9A2,11
DLPFC_down_04,Baseline_1,COL9A3,11
DLPFC_down_04,Baseline_1,COMP,7
DLPFC_down_04,Baseline_1,CORT,3
DLPFC_down_04,Baseline_1,CRH,2
DLPFC_down_04,Baseline_1,CSF1,1
DLPFC_down_04,Baseline_1,CSPG4,2
DLPFC_down_04,Baseline_1,CTF1,1
DLPFC_down_04,Baseline_1,CX3CL1,1
DLPFC_down_04,Baseline_1,CXCL10,1
DLPFC_down_04,Baseline_1,CXCL11,1
DLPFC_down_04,Baseline_1,CXCL12,1
DLPFC_down_04,Baseline_1,DAGLA,1
DLPFC_down_04,Baseline_1,DAGLB,1
DLPFC_down_04,Baseline_1,DHCR24,2
DLPFC_down_04,Baseline_1,DHCR7,4
DLPFC_down_04,Baseline_1,DLL1,2
DLPFC_down_04,Baseline_1,DLL3,4
DLPFC_down_04,Baseline_1,DLL4,3
DLPFC_down_04,Baseline_1,EBI3,1
DLPFC_down_04,Baseline_1,EDN2,1
DLPFC_down_04,Baseline_1,EDN3,1
DLPFC_down_04,Baseline_1,EFNA1,7
DLPFC_down_04,Baseline_1,EFNA3,5
DLPFC_down_04,Baseline_1,EFNA4,2
DLPFC_down_04,Baseline_1,EFNA5,5
DLPFC_down_04,Baseline_1,EFNB1,4
DLPFC_down_04,Baseline_1,EFNB2,4
DLPFC_down_04,Baseline_1,EFNB3,6
DLPFC_down_04,Baseline_1,EGF,1
DLPFC_down_04,Baseline_1,ENHO,1
DLPFC_down_04,Baseline_1,ENTPD1,1
DLPFC_down_04,Baseline_1,F11R,1
DLPFC_down_04,Baseline_1,FGF1,3
DLPFC_down_04,Baseline_1,FGF17,3
DLPFC_down_04,Baseline_1,FGF2,4
DLPFC_down_04,Baseline_1,FGF20,1
DLPFC_down_04,Baseline_1,FGF22,1
DLPFC_down_04,Baseline_1,FGF7,2
DLPFC_down_04,Baseline_1,FGF9,4
DLPFC_down_04,Baseline_1,FLRT1,7
DLPFC_down_04,Baseline_1,FLRT2,7
