,ligand,receptor,annotation,LR
840,C3,ITGAX,Secreted Signaling,C3_ITGAX
841,C4A,C3AR1,Secreted Signaling,C4A_C3AR1
842,C4A,CR2,Secreted Signaling,C4A_CR2
843,C5,C5AR1,Secreted Signaling,C5_C5AR1
844,CCK,CCKAR,Secreted Signaling,CCK_CCKAR
845,CCK,CCKBR,Secreted Signaling,CCK_CCKBR
846,EDN1,EDNRA,Secreted Signaling,EDN1_EDNRA
847,EDN2,EDNRA,Secreted Signaling,EDN2_EDNRA
848,EDN3,EDNRA,Secreted Signaling,EDN3_EDNRA
849,EDN1,EDNRB,Secreted Signaling,EDN1_EDNRB
850,EDN2,EDNRB,Secreted Signaling,EDN2_EDNRB
851,EDN3,EDNRB,Secreted Signaling,EDN3_EDNRB
852,GAL,GALR1,Secreted Signaling,GAL_GALR1
853,GAL,GALR2,Secreted Signaling,GAL_GALR2
854,GAL,GALR3,Secreted Signaling,GAL_GALR3
855,GALP,GALR1,Secreted Signaling,GALP_GALR1
856,GALP,GALR2,Secreted Signaling,GALP_GALR2
857,GHRL,GHSR,Secreted Signaling,GHRL_GHSR
858,KISS1,KISS1R,Secreted Signaling,KISS1_KISS1R
859,POMC,MC1R,Secreted Signaling,POMC_MC1R
860,POMC,MC2R,Secreted Signaling,POMC_MC2R
861,POMC,MC3R,Secreted Signaling,POMC_MC3R
862,POMC,MC4R,Secreted Signaling,POMC_MC4R
863,POMC,MC5R,Secreted Signaling,POMC_MC5R
864,NMU,NMUR1,Secreted Signaling,NMU_NMUR1
865,NMU,NMUR2,Secreted Signaling,NMU_NMUR2
866,NMS,NMUR1,Secreted Signaling,NMS_NMUR1
867,NMS,NMUR2,Secreted Signaling,NMS_NMUR2
868,NPFF,NPFFR1,Secreted Signaling,NPFF_NPFFR1
869,NPFF,NPFFR2,Secreted Signaling,NPFF_NPFFR2
870,NPY,NPY1R,Secreted Signaling,NPY_NPY1R
871,NPY,NPY2R,Secreted Signaling,NPY_NPY2R
872,NPY,NPY4R,Secreted Signaling,NPY_NPY4R
873,NPY,NPY5R,Secreted Signaling,NPY_NPY5R
874,NPY,GPR83,Secreted Signaling,NPY_GPR83
875,PPY,NPY1R,Secreted Signaling,PPY_NPY1R
876,PPY,NPY2R,Secreted Signaling,PPY_NPY2R
877,PPY,NPY4R,Secreted Signaling,PPY_NPY4R
878,PPY,NPY5R,Secreted Signaling,PPY_NPY5R
879,PPY,GPR83,Secreted Signaling,PPY_GPR83
880,PYY,NPY1R,Secreted Signaling,PYY_NPY1R
881,PYY,NPY2R,Secreted Signaling,PYY_NPY2R
882,PYY,NPY4R,Secreted Signaling,PYY_NPY4R
883,PYY,NPY5R,Secreted Signaling,PYY_NPY5R
884,PYY,GPR83,Secreted Signaling,PYY_GPR83
885,NPB,NPBWR1,Secreted Signaling,NPB_NPBWR1
886,NPW,NPBWR1,Secreted Signaling,NPW_NPBWR1
887,NTS,NTSR1,Secreted Signaling,NTS_NTSR1
888,NTS,NTSR2,Secreted Signaling,NTS_NTSR2
889,PDYN,OPRD1,Secreted Signaling,PDYN_OPRD1
890,PDYN,OPRK1,Secreted Signaling,PDYN_OPRK1
891,PDYN,OPRL1,Secreted Signaling,PDYN_OPRL1
892,PDYN,OPRM1,Secreted Signaling,PDYN_OPRM1
893,PENK,OPRD1,Secreted Signaling,PENK_OPRD1
894,PENK,OPRK1,Secreted Signaling,PENK_OPRK1
895,PENK,OPRL1,Secreted Signaling,PENK_OPRL1
896,PENK,OPRM1,Secreted Signaling,PENK_OPRM1
897,POMC,OPRD1,Secreted Signaling,POMC_OPRD1
898,POMC,OPRK1,Secreted Signaling,POMC_OPRK1
899,POMC,OPRL1,Secreted Signaling,POMC_OPRL1
900,POMC,OPRM1,Secreted Signaling,POMC_OPRM1
901,HCRT,HCRTR1,Secreted Signaling,HCRT_HCRTR1
902,HCRT,HCRTR2,Secreted Signaling,HCRT_HCRTR2
903,OXT,OXTR,Secreted Signaling,OXT_OXTR
904,SST,SSTR1,Secreted Signaling,SST_SSTR1
905,SST,SSTR2,Secreted Signaling,SST_SSTR2
906,SST,SSTR3,Secreted Signaling,SST_SSTR3
907,SST,SSTR4,Secreted Signaling,SST_SSTR4
908,SST,SSTR5,Secreted Signaling,SST_SSTR5
909,CORT,SSTR1,Secreted Signaling,CORT_SSTR1
910,CORT,SSTR2,Secreted Signaling,CORT_SSTR2
911,CORT,SSTR3,Secreted Signaling,CORT_SSTR3
912,CORT,SSTR4,Secreted Signaling,CORT_SSTR4
913,CORT,SSTR5,Secreted Signaling,CORT_SSTR5
914,TAC1,TACR1,Secreted Signaling,TAC1_TACR1
915,TAC4,TACR1,Secreted Signaling,TAC4_TACR1
916,TAC1,TACR2,Secreted Signaling,TAC1_TACR2
917,TAC3,TACR3,Secreted Signaling,TAC3_TACR3
918,UTS2,UTS2R,Secreted Signaling,UTS2_UTS2R
919,AVP,AVPR2,Secreted Signaling,AVP_AVPR2
920,AVP,AVPR1A,Secreted Signaling,AVP_AVPR1A
921,AVP,AVPR1B,Secreted Signaling,AVP_AVPR1B
922,PRLH,PRLHR,Secreted Signaling,PRLH_PRLHR
923,PRSS3,F2R,Secreted Signaling,PRSS3_F2R
924,CTSG,F2R,Secreted Signaling,CTSG_F2R
925,F2,F2R,Secreted Signaling,F2_F2R
926,PLG,F2R,Secreted Signaling,PLG_F2R
927,GZMA,F2R,Secreted Signaling,GZMA_F2R
928,PRSS2,F2R,Secreted Signaling,PRSS2_F2R
929,PRSS1,F2R,Secreted Signaling,PRSS1_F2R
930,PRSS3,F2RL1,Secreted Signaling,PRSS3_F2RL1
931,CTSG,F2RL1,Secreted Signaling,CTSG_F2RL1
932,F2,F2RL1,Secreted Signaling,F2_F2RL1
933,PLG,F2RL1,Secreted Signaling,PLG_F2RL1
934,GZMA,F2RL1,Secreted Signaling,GZMA_F2RL1
935,PRSS2,F2RL1,Secreted Signaling,PRSS2_F2RL1
936,PRSS1,F2RL1,Secreted Signaling,PRSS1_F2RL1
937,PRSS3,F2RL2,Secreted Signaling,PRSS3_F2RL2
938,CTSG,F2RL2,Secreted Signaling,CTSG_F2RL2
939,F2,F2RL2,Secreted Signaling,F2_F2RL2
940,PLG,F2RL2,Secreted Signaling,PLG_F2RL2
941,GZMA,F2RL2,Secreted Signaling,GZMA_F2RL2
942,PRSS2,F2RL2,Secreted Signaling,PRSS2_F2RL2
943,PRSS1,F2RL2,Secreted Signaling,PRSS1_F2RL2
944,PRSS3,F2RL3,Secreted Signaling,PRSS3_F2RL3
945,CTSG,F2RL3,Secreted Signaling,CTSG_F2RL3
946,F2,F2RL3,Secreted Signaling,F2_F2RL3
947,GZMA,F2RL3,Secreted Signaling,GZMA_F2RL3
948,PLG,F2RL3,Secreted Signaling,PLG_F2RL3
949,PRSS2,F2RL3,Secreted Signaling,PRSS2_F2RL3
950,PRSS1,F2RL3,Secreted Signaling,PRSS1_F2RL3
951,PRSS3,PARD3,Secreted Signaling,PRSS3_PARD3
952,CTSG,PARD3,Secreted Signaling,CTSG_PARD3
953,F2,PARD3,Secreted Signaling,F2_PARD3
954,GZMA,PARD3,Secreted Signaling,GZMA_PARD3
955,PLG,PARD3,Secreted Signaling,PLG_PARD3
956,PRSS2,PARD3,Secreted Signaling,PRSS2_PARD3
957,PRSS1,PARD3,Secreted Signaling,PRSS1_PARD3
958,PMCH,MCHR1,Secreted Signaling,PMCH_MCHR1
959,PROK1,PROKR2,Secreted Signaling,PROK1_PROKR2
960,PROK1,PROKR1,Secreted Signaling,PROK1_PROKR1
961,PROK2,PROKR1,Secreted Signaling,PROK2_PROKR1
962,PROK2,PROKR2,Secreted Signaling,PROK2_PROKR2
963,ADCYAP1,ADCYAP1R1,Secreted Signaling,ADCYAP1_ADCYAP1R1
964,VIP,VIPR1,Secreted Signaling,VIP_VIPR1
965,VIP,VIPR2,Secreted Signaling,VIP_VIPR2
966,NPPA,NPR1,Secreted Signaling,NPPA_NPR1
967,NPPB,NPR1,Secreted Signaling,NPPB_NPR1
968,NPPC,NPR2,Secreted Signaling,NPPC_NPR2
969,KITLG,KIT,Secreted Signaling,KITLG_KIT
970,GCG,GIPR,Secreted Signaling,GCG_GIPR
971,GIP,GIPR,Secreted Signaling,GIP_GIPR
972,FSHB,FSHR,Secreted Signaling,FSHB_FSHR
973,CGA,FSHR,Secreted Signaling,CGA_FSHR
974,LHB,LHCGR,Secreted Signaling,LHB_LHCGR
975,CGA,LHCGR,Secreted Signaling,CGA_LHCGR
976,TSHB,TSHR,Secreted Signaling,TSHB_TSHR
977,CGA,TSHR,Secreted Signaling,CGA_TSHR
978,BDNF,NTRK2,Secreted Signaling,BDNF_NTRK2
979,NGF,NTRK1,Secreted Signaling,NGF_NTRK1
980,FLT3LG,FLT3,Secreted Signaling,FLT3LG_FLT3
981,HGF,MET,Secreted Signaling,HGF_MET
982,KLK3,NTRK1,Secreted Signaling,KLK3_NTRK1
983,NTF3,NTRK1,Secreted Signaling,NTF3_NTRK1
984,NTF3,NTRK2,Secreted Signaling,NTF3_NTRK2
985,NTF3,NTRK3,Secreted Signaling,NTF3_NTRK3
986,NTF4,NTRK2,Secreted Signaling,NTF4_NTRK2
987,SEMA3A,NRP1,Secreted Signaling,SEMA3A_NRP1
988,SEMA3A,PLXNA1,Secreted Signaling,SEMA3A_PLXNA1
989,SEMA3A,PLXNA2,Secreted Signaling,SEMA3A_PLXNA2
990,SEMA3A,PLXNA3,Secreted Signaling,SEMA3A_PLXNA3
991,SEMA3A,PLXNA4,Secreted Signaling,SEMA3A_PLXNA4
992,SEMA3B,NRP1,Secreted Signaling,SEMA3B_NRP1
993,SEMA3B,PLXNA1,Secreted Signaling,SEMA3B_PLXNA1
994,SEMA3B,PLXNA2,Secreted Signaling,SEMA3B_PLXNA2
995,SEMA3B,PLXNA3,Secreted Signaling,SEMA3B_PLXNA3
996,SEMA3B,PLXNA4,Secreted Signaling,SEMA3B_PLXNA4
997,SEMA3C,NRP1,Secreted Signaling,SEMA3C_NRP1
998,SEMA3C,PLXNA1,Secreted Signaling,SEMA3C_PLXNA1
999,SEMA3C,PLXNA2,Secreted Signaling,SEMA3C_PLXNA2
1000,SEMA3C,PLXNA3,Secreted Signaling,SEMA3C_PLXNA3
1001,SEMA3C,PLXNA4,Secreted Signaling,SEMA3C_PLXNA4
1002,SEMA3D,NRP1,Secreted Signaling,SEMA3D_NRP1
1003,SEMA3D,PLXNA1,Secreted Signaling,SEMA3D_PLXNA1
1004,SEMA3D,PLXNA2,Secreted Signaling,SEMA3D_PLXNA2
1005,SEMA3D,PLXNA3,Secreted Signaling,SEMA3D_PLXNA3
1006,SEMA3D,PLXNA4,Secreted Signaling,SEMA3D_PLXNA4
1007,SEMA3B,NRP2,Secreted Signaling,SEMA3B_NRP2
1008,SEMA3C,NRP2,Secreted Signaling,SEMA3C_NRP2
1009,SEMA3D,NRP2,Secreted Signaling,SEMA3D_NRP2
1010,SEMA3F,PLXNA1,Secreted Signaling,SEMA3F_PLXNA1
1011,SEMA3F,NRP2,Secreted Signaling,SEMA3F_NRP2
1012,SEMA3F,PLXNA2,Secreted Signaling,SEMA3F_PLXNA2
1013,SEMA3F,PLXNA3,Secreted Signaling,SEMA3F_PLXNA3
1014,SEMA3F,PLXNA4,Secreted Signaling,SEMA3F_PLXNA4
1015,SEMA3G,PLXNA1,Secreted Signaling,SEMA3G_PLXNA1
1016,SEMA3G,NRP2,Secreted Signaling,SEMA3G_NRP2
1017,SEMA3G,PLXNA2,Secreted Signaling,SEMA3G_PLXNA2
1018,SEMA3G,PLXNA3,Secreted Signaling,SEMA3G_PLXNA3
1019,SEMA3G,PLXNA4,Secreted Signaling,SEMA3G_PLXNA4
1020,SEMA3C,PLXND1,Secreted Signaling,SEMA3C_PLXND1
1021,SEMA3E,PLXND1,Secreted Signaling,SEMA3E_PLXND1
1022,ADM,CALCR,Secreted Signaling,ADM_CALCR
1023,ADM,CALCRL,Secreted Signaling,ADM_CALCRL
1024,AGT,MAS1,Secreted Signaling,AGT_MAS1
1025,ANXA1,FPR2,Secreted Signaling,ANXA1_FPR2
1026,ANXA1,FPR1,Secreted Signaling,ANXA1_FPR1
1027,APELA,APLNR,Secreted Signaling,APELA_APLNR
1028,CALCA,CALCR,Secreted Signaling,CALCA_CALCR
1029,CALCA,CALCRL,Secreted Signaling,CALCA_CALCRL
1030,CALCB,CALCR,Secreted Signaling,CALCB_CALCR
1031,CALCB,CALCRL,Secreted Signaling,CALCB_CALCRL
1032,CRH,CRHR1,Secreted Signaling,CRH_CRHR1
1033,CRH,CRHR2,Secreted Signaling,CRH_CRHR2
1034,ENHO,GPR19,Secreted Signaling,ENHO_GPR19
1035,GAS6,AXL,Secreted Signaling,GAS6_AXL
1036,GAS6,MERTK,Secreted Signaling,GAS6_MERTK
1037,GAS6,TYRO3,Secreted Signaling,GAS6_TYRO3
1038,GCG,GCGR,Secreted Signaling,GCG_GCGR
1039,GCG,GLP1R,Secreted Signaling,GCG_GLP1R
1040,GCG,GLP2R,Secreted Signaling,GCG_GLP2R
1041,GH1,PRLR,Secreted Signaling,GH1_PRLR
1042,GHRH,VIPR1,Secreted Signaling,GHRH_VIPR1
1043,GHRH,VIPR2,Secreted Signaling,GHRH_VIPR2
1044,GHRH,GHSR,Secreted Signaling,GHRH_GHSR
1045,GHRH,GHRHR,Secreted Signaling,GHRH_GHRHR
1046,GNRH1,GNRHR,Secreted Signaling,GNRH1_GNRHR
1047,GRN,SORT1,Secreted Signaling,GRN_SORT1
1048,GUCA2A,GUCY2C,Secreted Signaling,GUCA2A_GUCY2C
1049,GUCA2B,GUCY2C,Secreted Signaling,GUCA2B_GUCY2C
1050,IAPP,CALCR,Secreted Signaling,IAPP_CALCR
1051,IAPP,CALCRL,Secreted Signaling,IAPP_CALCRL
1052,INSL3,RXFP2,Secreted Signaling,INSL3_RXFP2
1053,INSL3,RXFP1,Secreted Signaling,INSL3_RXFP1
1054,INSL3,RXFP4,Secreted Signaling,INSL3_RXFP4
1055,INSL3,RXFP3,Secreted Signaling,INSL3_RXFP3
1056,INSL5,RXFP4,Secreted Signaling,INSL5_RXFP4
1057,INSL5,RXFP3,Secreted Signaling,INSL5_RXFP3
1058,INSL5,RXFP2,Secreted Signaling,INSL5_RXFP2
1059,INSL5,RXFP1,Secreted Signaling,INSL5_RXFP1
1060,LEP,LEPR,Secreted Signaling,LEP_LEPR
1061,LGALS9,PTPRC,Secreted Signaling,LGALS9_PTPRC
1062,NPS,NPSR1,Secreted Signaling,NPS_NPSR1
1063,NPVF,NPFFR1,Secreted Signaling,NPVF_NPFFR1
1064,NPVF,NPFFR2,Secreted Signaling,NPVF_NPFFR2
1065,OSTN,NPR3,Secreted Signaling,OSTN_NPR3
1066,PMCH,MERTK,Secreted Signaling,PMCH_MERTK
1067,PROS1,AXL,Secreted Signaling,PROS1_AXL
1068,PROS1,TYRO3,Secreted Signaling,PROS1_TYRO3
1069,PSAP,GPR37L1,Secreted Signaling,PSAP_GPR37L1
1070,PSAP,GPR37,Secreted Signaling,PSAP_GPR37
1071,PTH,PTH1R,Secreted Signaling,PTH_PTH1R
1072,PTH,PTH2R,Secreted Signaling,PTH_PTH2R
1073,PTH2,PTH1R,Secreted Signaling,PTH2_PTH1R
1074,PTH2,PTH2R,Secreted Signaling,PTH2_PTH2R
1075,PTHLH,PTH1R,Secreted Signaling,PTHLH_PTH1R
1076,QRFP,QRFPR,Secreted Signaling,QRFP_QRFPR
1077,RARRES2,GPR1,Secreted Signaling,RARRES2_GPR1
1078,RARRES2,CMKLR1,Secreted Signaling,RARRES2_CMKLR1
1079,RLN1,RXFP2,Secreted Signaling,RLN1_RXFP2
1080,RLN1,RXFP1,Secreted Signaling,RLN1_RXFP1
1081,RLN1,RXFP3,Secreted Signaling,RLN1_RXFP3
1082,RLN1,RXFP4,Secreted Signaling,RLN1_RXFP4
1083,RLN3,RXFP3,Secreted Signaling,RLN3_RXFP3
1084,RLN3,RXFP1,Secreted Signaling,RLN3_RXFP1
1085,RLN3,RXFP4,Secreted Signaling,RLN3_RXFP4
1086,RLN3,RXFP2,Secreted Signaling,RLN3_RXFP2
1087,SAA1,FPR2,Secreted Signaling,SAA1_FPR2
1088,SCGB3A2,MARCO,Secreted Signaling,SCGB3A2_MARCO
1089,SCT,SCTR,Secreted Signaling,SCT_SCTR
1090,SLURP1,CHRNB1,Secreted Signaling,SLURP1_CHRNB1
1091,SLURP1,CHRNB2,Secreted Signaling,SLURP1_CHRNB2
1092,SLURP1,CHRNB3,Secreted Signaling,SLURP1_CHRNB3
1093,SLURP1,CHRNB4,Secreted Signaling,SLURP1_CHRNB4
1094,SLURP1,CHRNA1,Secreted Signaling,SLURP1_CHRNA1
1095,SLURP1,CHRNA2,Secreted Signaling,SLURP1_CHRNA2
1096,SLURP1,CHRNA3,Secreted Signaling,SLURP1_CHRNA3
1097,SLURP1,CHRNA4,Secreted Signaling,SLURP1_CHRNA4
1098,SLURP1,CHRNA5,Secreted Signaling,SLURP1_CHRNA5
1099,SLURP1,CHRNA6,Secreted Signaling,SLURP1_CHRNA6
1100,SLURP1,CHRNA9,Secreted Signaling,SLURP1_CHRNA9
1101,SLURP1,CHRNA10,Secreted Signaling,SLURP1_CHRNA10
1102,SLURP1,CHRND,Secreted Signaling,SLURP1_CHRND
1103,SLURP1,CHRNE,Secreted Signaling,SLURP1_CHRNE
1104,SLURP1,CHRNG,Secreted Signaling,SLURP1_CHRNG
1105,SLURP1,CHRNA7,Secreted Signaling,SLURP1_CHRNA7
1106,SLURP2,CHRNB1,Secreted Signaling,SLURP2_CHRNB1
1107,SLURP2,CHRNB2,Secreted Signaling,SLURP2_CHRNB2
1108,SLURP2,CHRNB3,Secreted Signaling,SLURP2_CHRNB3
1109,SLURP2,CHRNB4,Secreted Signaling,SLURP2_CHRNB4
1110,SLURP2,CHRNA1,Secreted Signaling,SLURP2_CHRNA1
1111,SLURP2,CHRNA2,Secreted Signaling,SLURP2_CHRNA2
1112,SLURP2,CHRNA3,Secreted Signaling,SLURP2_CHRNA3
1113,SLURP2,CHRNA4,Secreted Signaling,SLURP2_CHRNA4
1114,SLURP2,CHRNA5,Secreted Signaling,SLURP2_CHRNA5
1115,SLURP2,CHRNA6,Secreted Signaling,SLURP2_CHRNA6
1116,SLURP2,CHRNA7,Secreted Signaling,SLURP2_CHRNA7
1117,SLURP2,CHRNA9,Secreted Signaling,SLURP2_CHRNA9
1118,SLURP2,CHRNA10,Secreted Signaling,SLURP2_CHRNA10
1119,SLURP2,CHRND,Secreted Signaling,SLURP2_CHRND
1120,SLURP2,CHRNE,Secreted Signaling,SLURP2_CHRNE
1121,SLURP2,CHRNG,Secreted Signaling,SLURP2_CHRNG
1122,BTLA,TNFRSF14,Secreted Signaling,BTLA_TNFRSF14
1123,TRH,TRHR,Secreted Signaling,TRH_TRHR
1124,UCN,CRHR1,Secreted Signaling,UCN_CRHR1
1125,UCN,CRHR2,Secreted Signaling,UCN_CRHR2
1126,UCN2,CRHR1,Secreted Signaling,UCN2_CRHR1
1127,UCN2,CRHR2,Secreted Signaling,UCN2_CRHR2
1128,UCN3,CRHR1,Secreted Signaling,UCN3_CRHR1
1129,UCN3,CRHR2,Secreted Signaling,UCN3_CRHR2
1130,UTS2B,UTS2R,Secreted Signaling,UTS2B_UTS2R
1131,UTS2B,SSTR5,Secreted Signaling,UTS2B_SSTR5
1132,BAG6,NCR3,Secreted Signaling,BAG6_NCR3
1133,LGALS9,HAVCR2,Secreted Signaling,LGALS9_HAVCR2
1134,LGALS9,CD44,Secreted Signaling,LGALS9_CD44
1135,COL1A1,ITGB1,ECM-Receptor,COL1A1_ITGB1
1136,COL1A1,ITGA1,ECM-Receptor,COL1A1_ITGA1
1137,COL1A2,ITGB1,ECM-Receptor,COL1A2_ITGB1
1138,COL1A2,ITGA1,ECM-Receptor,COL1A2_ITGA1
1139,COL2A1,ITGB1,ECM-Receptor,COL2A1_ITGB1
1140,COL2A1,ITGA1,ECM-Receptor,COL2A1_ITGA1
1141,COL4A1,ITGB1,ECM-Receptor,COL4A1_ITGB1
1142,COL4A1,ITGA1,ECM-Receptor,COL4A1_ITGA1
1143,COL4A2,ITGB1,ECM-Receptor,COL4A2_ITGB1
1144,COL4A2,ITGA1,ECM-Receptor,COL4A2_ITGA1
1145,COL4A3,ITGB1,ECM-Receptor,COL4A3_ITGB1
1146,COL4A3,ITGA1,ECM-Receptor,COL4A3_ITGA1
1147,COL4A4,ITGB1,ECM-Receptor,COL4A4_ITGB1
1148,COL4A4,ITGA1,ECM-Receptor,COL4A4_ITGA1
1149,COL4A5,ITGB1,ECM-Receptor,COL4A5_ITGB1
1150,COL4A5,ITGA1,ECM-Receptor,COL4A5_ITGA1
1151,COL4A6,ITGB1,ECM-Receptor,COL4A6_ITGB1
1152,COL4A6,ITGA1,ECM-Receptor,COL4A6_ITGA1
1153,COL6A1,ITGB1,ECM-Receptor,COL6A1_ITGB1
1154,COL6A1,ITGA1,ECM-Receptor,COL6A1_ITGA1
1155,COL6A2,ITGB1,ECM-Receptor,COL6A2_ITGB1
1156,COL6A2,ITGA1,ECM-Receptor,COL6A2_ITGA1
1157,COL6A3,ITGB1,ECM-Receptor,COL6A3_ITGB1
1158,COL6A3,ITGA1,ECM-Receptor,COL6A3_ITGA1
1159,COL6A5,ITGB1,ECM-Receptor,COL6A5_ITGB1
1160,COL6A5,ITGA1,ECM-Receptor,COL6A5_ITGA1
1161,COL6A6,ITGB1,ECM-Receptor,COL6A6_ITGB1
1162,COL6A6,ITGA1,ECM-Receptor,COL6A6_ITGA1
1163,COL9A1,ITGB1,ECM-Receptor,COL9A1_ITGB1
1164,COL9A1,ITGA1,ECM-Receptor,COL9A1_ITGA1
1165,COL9A2,ITGB1,ECM-Receptor,COL9A2_ITGB1
1166,COL9A2,ITGA1,ECM-Receptor,COL9A2_ITGA1
1167,COL9A3,ITGB1,ECM-Receptor,COL9A3_ITGB1
1168,COL9A3,ITGA1,ECM-Receptor,COL9A3_ITGA1
1169,COL1A1,ITGA2,ECM-Receptor,COL1A1_ITGA2
1170,COL1A2,ITGA2,ECM-Receptor,COL1A2_ITGA2
1171,COL2A1,ITGA2,ECM-Receptor,COL2A1_ITGA2
1172,COL4A1,ITGA2,ECM-Receptor,COL4A1_ITGA2
1173,COL4A2,ITGA2,ECM-Receptor,COL4A2_ITGA2
1174,COL4A3,ITGA2,ECM-Receptor,COL4A3_ITGA2
1175,COL4A4,ITGA2,ECM-Receptor,COL4A4_ITGA2
1176,COL4A5,ITGA2,ECM-Receptor,COL4A5_ITGA2
1177,COL4A6,ITGA2,ECM-Receptor,COL4A6_ITGA2
1178,COL6A1,ITGA2,ECM-Receptor,COL6A1_ITGA2
1179,COL6A2,ITGA2,ECM-Receptor,COL6A2_ITGA2
1180,COL6A3,ITGA2,ECM-Receptor,COL6A3_ITGA2
1181,COL6A5,ITGA2,ECM-Receptor,COL6A5_ITGA2
1182,COL6A6,ITGA2,ECM-Receptor,COL6A6_ITGA2
1183,COL9A1,ITGA2,ECM-Receptor,COL9A1_ITGA2
1184,COL9A2,ITGA2,ECM-Receptor,COL9A2_ITGA2
1185,COL9A3,ITGA2,ECM-Receptor,COL9A3_ITGA2
1186,FN1,ITGA3,ECM-Receptor,FN1_ITGA3
1187,FN1,ITGB1,ECM-Receptor,FN1_ITGB1
1188,FN1,ITGA4,ECM-Receptor,FN1_ITGA4
1189,FN1,ITGA5,ECM-Receptor,FN1_ITGA5
1190,FN1,ITGA8,ECM-Receptor,FN1_ITGA8
1191,LAMA1,ITGB1,ECM-Receptor,LAMA1_ITGB1
1192,LAMA1,ITGA1,ECM-Receptor,LAMA1_ITGA1
1193,LAMA2,ITGB1,ECM-Receptor,LAMA2_ITGB1
1194,LAMA2,ITGA1,ECM-Receptor,LAMA2_ITGA1
1195,LAMA3,ITGB1,ECM-Receptor,LAMA3_ITGB1
1196,LAMA3,ITGA1,ECM-Receptor,LAMA3_ITGA1
1197,LAMA4,ITGB1,ECM-Receptor,LAMA4_ITGB1
1198,LAMA4,ITGA1,ECM-Receptor,LAMA4_ITGA1
1199,LAMA5,ITGB1,ECM-Receptor,LAMA5_ITGB1
1200,LAMA5,ITGA1,ECM-Receptor,LAMA5_ITGA1
1201,LAMB1,ITGB1,ECM-Receptor,LAMB1_ITGB1
1202,LAMB1,ITGA1,ECM-Receptor,LAMB1_ITGA1
1203,LAMB2,ITGB1,ECM-Receptor,LAMB2_ITGB1
1204,LAMB2,ITGA1,ECM-Receptor,LAMB2_ITGA1
1205,LAMB3,ITGB1,ECM-Receptor,LAMB3_ITGB1
1206,LAMB3,ITGA1,ECM-Receptor,LAMB3_ITGA1
1207,LAMC1,ITGB1,ECM-Receptor,LAMC1_ITGB1
1208,LAMC1,ITGA1,ECM-Receptor,LAMC1_ITGA1
1209,LAMC2,ITGB1,ECM-Receptor,LAMC2_ITGB1
1210,LAMC2,ITGA1,ECM-Receptor,LAMC2_ITGA1
1211,LAMC3,ITGB1,ECM-Receptor,LAMC3_ITGB1
1212,LAMC3,ITGA1,ECM-Receptor,LAMC3_ITGA1
1213,LAMA1,ITGA2,ECM-Receptor,LAMA1_ITGA2
1214,LAMA2,ITGA2,ECM-Receptor,LAMA2_ITGA2
1215,LAMA3,ITGA2,ECM-Receptor,LAMA3_ITGA2
1216,LAMA4,ITGA2,ECM-Receptor,LAMA4_ITGA2
1217,LAMA5,ITGA2,ECM-Receptor,LAMA5_ITGA2
1218,LAMB1,ITGA2,ECM-Receptor,LAMB1_ITGA2
1219,LAMB2,ITGA2,ECM-Receptor,LAMB2_ITGA2
1220,LAMB3,ITGA2,ECM-Receptor,LAMB3_ITGA2
1221,LAMC1,ITGA2,ECM-Receptor,LAMC1_ITGA2
1222,LAMC2,ITGA2,ECM-Receptor,LAMC2_ITGA2
1223,LAMC3,ITGA2,ECM-Receptor,LAMC3_ITGA2
1224,CHAD,ITGA2,ECM-Receptor,CHAD_ITGA2
1225,CHAD,ITGB1,ECM-Receptor,CHAD_ITGB1
1226,LAMA1,ITGA3,ECM-Receptor,LAMA1_ITGA3
1227,LAMA2,ITGA3,ECM-Receptor,LAMA2_ITGA3
1228,LAMA3,ITGA3,ECM-Receptor,LAMA3_ITGA3
1229,LAMA4,ITGA3,ECM-Receptor,LAMA4_ITGA3
1230,LAMA5,ITGA3,ECM-Receptor,LAMA5_ITGA3
1231,LAMB1,ITGA3,ECM-Receptor,LAMB1_ITGA3
1232,LAMB2,ITGA3,ECM-Receptor,LAMB2_ITGA3
1233,LAMB3,ITGA3,ECM-Receptor,LAMB3_ITGA3
1234,LAMC1,ITGA3,ECM-Receptor,LAMC1_ITGA3
1235,LAMC2,ITGA3,ECM-Receptor,LAMC2_ITGA3
1236,LAMC3,ITGA3,ECM-Receptor,LAMC3_ITGA3
1237,RELN,ITGA3,ECM-Receptor,RELN_ITGA3
1238,RELN,ITGB1,ECM-Receptor,RELN_ITGB1
1239,THBS1,ITGA3,ECM-Receptor,THBS1_ITGA3
1240,THBS1,ITGB1,ECM-Receptor,THBS1_ITGB1
1241,THBS2,ITGA3,ECM-Receptor,THBS2_ITGA3
1242,THBS2,ITGB1,ECM-Receptor,THBS2_ITGB1
1243,THBS3,ITGA3,ECM-Receptor,THBS3_ITGA3
1244,THBS3,ITGB1,ECM-Receptor,THBS3_ITGB1
1245,THBS4,ITGA3,ECM-Receptor,THBS4_ITGA3
1246,THBS4,ITGB1,ECM-Receptor,THBS4_ITGB1
1247,COMP,ITGA3,ECM-Receptor,COMP_ITGA3
1248,COMP,ITGB1,ECM-Receptor,COMP_ITGB1
1249,COL1A1,ITGA3,ECM-Receptor,COL1A1_ITGA3
